correct	entityFindRange	findAns	findTrueEntity	findTrueRelation	languageLength	numOfCandidateEntity	numOfEntityLinkings	topWitchEntitySelected	topWitchRelationSelected	trueEntityLength	useFulTop1Entity	useFulTop1Relation
0	1	0	0	1	9	3	6	0	0	3	1	1
1	0	1	1	1	11	9	1	0	0	5	1	1
0	0	1	1	0	8	4	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	5	4	1	0	0	2	1	1
0	0	1	0	1	10	6	42	0	0	3	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
1	0	1	1	1	10	4	2	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	0	1	0	1	5	4	58	0	0	2	1	1
1	0	1	1	1	5	3	2	0	0	2	1	1
1	0	1	1	1	9	5	3	0	0	3	1	1
1	0	1	1	1	8	5	6	0	2	2	1	0
1	0	1	1	1	11	5	1	0	0	5	1	1
1	0	1	1	1	7	2	349	0	0	1	1	1
0	1	1	0	0	13	6	2	0	2	6	1	0
1	1	1	1	1	6	2	1	0	0	3	1	1
0	1	1	0	1	10	4	681	0	0	8	1	1
1	1	1	1	1	12	8	1	0	0	3	1	1
1	1	1	1	1	10	4	5	0	0	4	1	1
1	0	1	1	1	6	6	56	0	0	2	1	1
1	1	1	1	1	17	9	1	0	0	6	1	1
1	1	1	1	1	8	5	1	0	0	3	1	1
0	0	0	0	0	8	3	2	0	0	2	1	1
0	2	0	0	0	5	3	5	0	0	1	1	1
1	0	1	1	1	8	7	571	0	0	4	1	1
0	0	1	0	1	8	4	39	0	1	2	1	0
0	1	0	0	1	10	3	10	0	0	5	1	1
1	0	1	1	1	8	5	3	0	0	2	1	1
0	1	1	0	0	8	3	10	0	0	4	1	1
0	0	1	1	0	6	2	62	0	0	1	1	1
1	0	1	1	1	6	3	1	0	0	4	1	1
1	1	1	1	1	7	3	1	1	3	1	0	0
0	0	1	0	1	6	3	6	2	0	1	0	1
1	0	1	1	1	4	3	1	0	0	2	1	1
0	1	1	0	1	11	4	49	1	0	3	0	1
0	1	0	0	0	8	2	4	0	0	1	1	1
1	1	1	1	1	12	5	1	0	0	3	1	1
1	0	1	1	1	9	3	1	0	0	2	1	1
0	1	0	0	0	13	2	3	0	0	5	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
0	0	1	0	1	10	5	1	0	0	3	1	1
1	1	1	1	1	9	2	7	1	0	1	0	1
0	1	1	1	0	5	5	2	0	0	2	1	1
1	1	1	1	1	9	5	1	0	0	3	1	1
0	1	1	0	1	17	6	25	0	0	9	1	1
1	1	1	1	1	10	5	1	0	0	3	1	1
0	1	1	1	0	7	5	2	0	0	2	1	1
1	1	1	1	1	6	3	1	0	0	2	1	1
1	1	1	1	1	7	3	14	1	0	1	0	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	1	1	1	1	5	4	4	0	0	2	1	1
0	0	1	1	0	6	2	133	0	0	1	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	6	1	282	0	0	1	1	1
1	0	1	1	1	10	1	20	0	0	1	1	1
1	0	1	1	1	9	7	3	0	3	4	1	0
1	0	1	1	1	4	2	1	0	0	1	1	1
0	1	0	0	1	10	4	1	0	0	4	1	1
0	1	1	0	0	17	13	46	4	0	12	0	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	4	2	3	0	0	1	1	1
0	0	0	1	0	6	1	2	0	0	1	1	1
0	1	1	1	0	10	4	3	0	0	3	1	1
0	1	1	0	0	8	3	10	0	0	1	1	1
1	0	1	1	1	5	4	1	1	0	2	0	1
1	0	1	1	1	8	4	2	0	0	2	1	1
1	1	1	1	1	9	5	1	1	1	2	0	0
1	0	1	1	1	4	3	14	0	1	1	1	0
0	1	1	0	1	11	4	51	2	0	3	0	1
0	0	0	1	0	3	1	7	0	0	1	1	1
0	0	1	0	1	8	4	25	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	2	1	1
1	0	1	1	1	5	4	4	0	0	2	1	1
1	0	1	1	1	7	2	25	0	0	1	1	1
0	1	1	0	0	11	6	2	1	2	5	0	0
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	13	4	205	0	0	2	1	1
1	0	1	1	1	8	5	1	0	3	3	1	0
0	1	1	0	0	5	2	2	0	2	1	1	0
1	0	1	1	1	9	7	1	0	0	3	1	1
0	1	1	0	0	5	3	9	0	0	1	1	1
0	0	1	0	1	9	2	19	0	0	2	1	1
1	0	1	1	1	8	4	2	0	0	2	1	1
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	7	5	78	0	0	2	1	1
1	0	1	1	1	12	8	1	0	0	4	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	9	5	1	0	0	2	1	1
1	1	1	1	1	9	6	1	0	0	4	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	9	7	1	0	0	4	1	1
1	0	1	1	1	5	4	4	0	0	2	1	1
1	0	1	1	1	6	5	2	0	0	2	1	1
1	0	1	1	1	7	2	3	0	0	2	1	1
1	0	1	1	1	8	3	30	0	0	1	1	1
1	1	1	1	1	8	5	2	0	0	2	1	1
1	0	1	1	1	11	4	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	1	1	1	1	7	4	2	0	0	2	1	1
1	0	1	1	1	10	6	2	0	0	4	1	1
1	1	1	1	1	13	6	24	0	0	6	1	1
1	1	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	7	4	48	0	0	2	1	1
1	1	1	1	1	9	4	24	2	0	1	0	1
1	0	1	1	1	9	3	1	0	0	2	1	1
1	0	1	1	1	10	11	2	0	0	5	1	1
0	2	0	0	0	8	5	1	0	0	1	1	1
1	1	1	1	1	7	6	1	0	0	2	1	1
1	0	1	1	1	9	5	2	0	0	3	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	1	1	1	1	12	3	1	0	0	4	1	1
1	0	1	1	1	6	5	8	0	1	2	1	0
1	0	1	1	1	7	5	2	0	0	2	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
0	0	1	1	0	6	3	78	0	0	1	1	1
0	1	1	0	1	6	4	10	0	1	1	1	0
1	0	1	1	1	8	4	1	0	1	2	1	0
1	1	1	1	1	9	6	1	0	0	4	1	1
1	0	1	1	1	9	5	1	0	0	2	1	1
1	1	1	1	1	6	5	6	0	0	2	1	1
0	0	1	0	1	8	4	20	0	0	2	1	1
1	0	1	1	1	8	5	16	0	0	3	1	1
1	0	1	1	1	7	2	1	0	0	2	1	1
1	0	1	1	1	12	5	247	0	0	2	1	1
1	1	1	1	1	8	5	7	0	0	3	1	1
1	1	1	1	1	12	10	1	0	0	4	1	1
1	1	1	1	1	16	9	1	0	0	7	1	1
1	1	1	1	1	13	4	1	0	0	3	1	1
1	0	1	1	1	10	7	2	0	1	3	1	0
1	0	1	1	1	7	2	34	0	0	1	1	1
1	0	1	1	1	9	5	5	0	0	2	1	1
0	1	1	0	0	11	4	2	1	3	3	0	0
1	1	1	1	1	11	6	1	0	0	6	1	1
0	1	0	1	0	8	2	2	0	0	1	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	7	4	2	0	0	2	1	1
0	1	1	0	0	11	9	12	0	2	6	1	0
0	0	1	1	0	7	2	6	0	0	1	1	1
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	0	1	1	1	6	2	2	0	0	1	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	6	2	1	0	0	2	1	1
1	0	1	1	1	13	4	7	0	0	2	1	1
1	0	1	1	1	10	3	1	0	0	3	1	1
1	1	1	1	1	10	2	1	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	0	1	0	0	9	3	5	2	3	2	0	0
0	0	1	0	0	6	5	2	0	0	1	1	1
1	0	1	1	1	10	7	1	0	0	6	1	1
0	0	0	1	0	7	2	2	0	0	1	1	1
0	1	1	0	1	7	3	17	0	0	1	1	1
1	0	1	1	1	8	3	1	0	1	2	1	0
1	0	1	1	1	7	2	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	0	1	1	1	7	4	5	0	0	2	1	1
0	1	1	0	1	11	7	40	2	0	4	0	1
1	0	1	1	1	9	2	5	0	0	1	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	1	1	0	1	8	3	6	1	0	1	0	1
0	1	1	1	0	7	7	760	0	0	3	1	1
1	1	1	1	1	9	5	1	0	0	2	1	1
1	0	1	1	1	6	2	61	0	2	1	1	0
1	0	1	1	1	9	3	1	0	0	2	1	1
0	0	1	1	0	13	8	2	0	0	6	1	1
1	0	1	1	1	11	15	2	0	0	6	1	1
1	0	1	1	1	11	6	1	0	0	3	1	1
1	1	1	1	1	14	11	1	0	0	6	1	1
0	0	1	0	1	8	7	3	0	0	2	1	1
0	1	1	0	1	17	14	3	0	0	9	1	1
1	0	1	1	1	12	2	342	0	0	1	1	1
0	0	1	1	0	8	5	1	0	0	3	1	1
1	0	1	1	1	8	5	48	0	0	2	1	1
0	1	1	0	1	15	5	25	0	0	7	1	1
0	1	1	1	0	13	9	6	0	0	4	1	1
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	1	1	1	1	9	2	4	1	0	1	0	1
0	0	1	0	0	11	5	9	1	3	6	0	0
1	0	1	1	1	6	1	24	0	0	1	1	1
0	1	1	1	0	8	6	1	0	0	3	1	1
1	1	1	1	1	12	10	1	0	0	6	1	1
1	0	1	1	1	8	4	1	0	0	3	1	1
1	1	1	1	1	7	6	9	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	1	1	0	1	9	6	3	0	0	5	1	1
1	1	1	1	1	15	6	2	0	0	4	1	1
1	0	1	1	1	9	6	1	0	0	4	1	1
1	0	1	1	1	6	4	2	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	11	6	56	0	0	2	1	1
1	1	1	1	1	7	3	1	2	0	1	0	1
1	0	1	1	1	10	5	3	0	0	4	1	1
0	1	1	1	0	7	2	6	0	1	1	1	0
0	0	1	1	0	7	4	1	0	0	2	1	1
0	0	1	0	1	13	8	3	0	1	3	1	0
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	8	4	5	0	0	2	1	1
1	1	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	1	1	1	1	7	5	1	0	0	2	1	1
0	0	0	1	0	5	3	1	0	0	2	1	1
1	0	1	1	1	8	3	44	2	0	1	0	1
1	1	1	1	1	14	15	2	0	0	9	1	1
1	0	1	1	1	10	3	166	0	0	1	1	1
0	1	1	1	0	13	4	1	0	0	3	1	1
0	1	1	0	0	10	14	5	2	1	7	0	0
0	1	0	0	0	10	4	4	0	0	1	1	1
1	0	1	1	1	7	4	2	0	0	3	1	1
1	1	1	1	1	7	3	8	1	0	1	0	1
1	0	1	1	1	4	2	35	0	0	1	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	8	5	2	0	0	2	1	1
1	0	1	1	1	10	4	12	0	0	2	1	1
0	1	1	0	0	7	4	2	1	0	1	0	1
1	0	1	1	1	6	6	4	0	1	3	1	0
1	1	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	2	1	1
1	0	1	1	1	7	3	2	0	3	2	1	0
1	0	1	1	1	10	4	19	0	0	2	1	1
1	0	1	1	1	9	2	1	0	0	2	1	1
1	1	1	1	1	11	4	174	3	0	1	0	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	7	5	17	0	0	2	1	1
0	0	1	1	0	5	3	3	0	0	1	1	1
1	0	1	1	1	6	2	4	0	0	1	1	1
1	0	1	1	1	6	4	10	0	0	2	1	1
1	1	1	1	1	9	4	2	0	0	2	1	1
0	1	1	0	1	10	1	165	0	0	3	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	0	1	0	0	8	4	81	0	0	2	1	1
0	1	1	0	1	8	4	18	0	0	3	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	6	5	2	0	1	2	1	0
0	1	1	0	1	9	7	2	0	0	6	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	1	1	1	1	6	4	232	1	0	1	0	1
1	0	1	1	1	8	7	147	0	0	3	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
0	0	1	1	0	7	4	3	0	0	2	1	1
1	0	1	1	1	4	2	2	0	0	2	1	1
1	0	1	1	1	10	5	2	0	0	2	1	1
1	1	1	1	1	7	4	3	2	0	1	0	1
0	0	1	0	1	6	6	2	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	1	1	0	0	10	3	30	1	0	2	0	1
0	1	1	0	1	17	10	529	0	0	9	1	1
1	0	1	1	1	7	4	3	0	0	2	1	1
1	0	1	1	1	5	3	1	0	0	2	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	9	4	1	0	0	4	1	1
0	1	1	0	1	8	2	72	0	0	5	1	1
1	0	1	1	1	8	3	1	0	1	2	1	0
1	0	1	1	1	5	3	4	0	0	1	1	1
1	1	1	1	1	10	6	2	0	0	2	1	1
0	1	0	0	0	9	4	2	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
0	0	1	1	0	8	3	135	0	0	1	1	1
0	0	1	1	0	8	4	2	0	0	2	1	1
1	0	1	1	1	7	2	2	0	0	2	1	1
1	0	1	1	1	7	4	4	0	0	2	1	1
0	1	1	0	0	16	4	125	3	3	5	0	0
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	11	7	2	0	0	5	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	1	1	1
0	1	1	0	1	8	3	51	1	0	4	0	1
0	0	1	0	0	10	3	5	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	1	1	1	0	9	6	2	0	0	3	1	1
1	0	1	1	1	7	3	15	0	0	1	1	1
0	1	1	0	0	12	6	193	0	0	4	1	1
1	0	1	1	1	12	9	4	0	1	5	1	0
1	0	1	1	1	8	5	2	0	0	3	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	5	3	5	0	1	1	1	0
1	0	1	1	1	11	5	1	0	0	3	1	1
1	0	1	1	1	12	8	2	0	0	5	1	1
1	1	1	1	1	15	7	1	0	0	5	1	1
1	1	1	1	1	7	5	1	0	0	3	1	1
1	0	1	1	1	6	5	391	0	0	3	1	1
1	0	1	1	1	3	2	1	0	0	1	1	1
1	0	1	1	1	7	5	1	0	0	3	1	1
1	0	1	1	1	9	8	2	0	1	3	1	0
0	0	0	0	0	7	1	1	0	0	1	1	1
1	1	1	1	1	9	5	1	0	0	2	1	1
0	0	0	0	1	7	1	1	0	0	2	1	1
1	1	1	1	1	11	6	1	0	0	3	1	1
0	1	1	0	1	10	4	58	0	0	5	1	1
1	1	1	1	1	12	9	99	0	0	5	1	1
1	1	1	1	1	9	5	1	0	0	4	1	1
1	1	1	1	1	12	5	2478	3	0	1	0	1
1	0	1	1	1	6	4	1	0	0	2	1	1
0	0	1	1	0	6	2	45	0	0	1	1	1
0	1	1	0	0	6	3	7	2	1	2	0	0
1	0	1	1	1	6	6	12	0	0	3	1	1
0	0	0	0	0	15	3	1	0	0	2	1	1
0	1	1	0	0	9	4	10	0	2	4	1	0
1	0	1	1	1	9	4	2	0	0	2	1	1
0	0	1	1	0	11	7	502	0	0	5	1	1
0	1	1	0	1	6	3	10	0	0	1	1	1
1	0	1	1	1	9	5	2	0	0	3	1	1
1	0	1	1	1	7	2	44	0	0	1	1	1
0	0	1	1	0	5	2	20	0	1	1	1	0
0	0	1	0	1	10	4	15	0	0	2	1	1
1	0	1	1	1	9	6	1	0	0	3	1	1
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	12	3	3	0	0	2	1	1
1	0	1	1	1	6	3	1	0	3	3	1	0
1	0	1	1	1	6	5	1	0	1	2	1	0
1	0	1	1	1	8	4	3	0	0	2	1	1
1	0	1	1	1	3	2	1027	0	0	1	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	3	1	1
1	1	1	1	1	10	4	1	3	0	1	0	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	8	3	6	1	0	1	0	1
1	0	1	1	1	5	4	35	0	0	2	1	1
0	1	1	0	0	8	3	19	2	0	4	0	1
1	1	1	1	1	7	6	1	0	0	3	1	1
0	0	1	0	0	11	4	30	3	0	2	0	1
1	1	1	1	1	6	4	10	1	0	1	0	1
1	0	1	1	1	4	3	1	0	0	2	1	1
1	1	1	1	1	8	6	1	0	0	3	1	1
0	1	0	0	0	6	6	5	0	0	4	1	1
0	1	1	0	1	15	5	5	1	0	7	0	1
0	1	1	0	1	8	4	4	1	0	1	0	1
1	0	1	1	1	10	4	1	0	0	2	1	1
1	0	1	1	1	10	3	1	0	0	3	1	1
1	0	1	1	1	8	4	9	0	0	2	1	1
0	0	1	1	0	7	4	4	0	0	2	1	1
1	0	1	1	1	7	5	1	0	0	3	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	1	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
0	1	1	0	1	15	8	65	2	0	8	0	1
1	0	1	1	1	8	4	1	0	0	2	1	1
0	0	0	1	0	6	1	1	0	0	1	1	1
1	0	1	1	1	11	9	1	0	1	5	1	0
1	0	1	1	1	5	3	7	0	0	1	1	1
1	0	1	1	1	5	4	16	0	0	2	1	1
1	1	1	1	1	5	3	30	1	0	1	0	1
1	0	1	1	1	8	7	663	0	0	3	1	1
0	0	0	0	0	9	3	10	0	0	1	1	1
1	0	1	1	1	6	5	3	0	0	2	1	1
1	0	1	1	1	10	7	1	0	0	5	1	1
0	1	1	0	0	8	3	4	0	3	1	1	0
1	0	1	1	1	7	4	1	0	0	2	1	1
0	0	0	0	1	10	1	6	0	0	1	1	1
1	0	1	1	1	8	2	1	0	0	2	1	1
1	1	1	1	1	8	5	1	0	0	2	1	1
0	2	1	0	0	9	8	6	5	0	2	0	1
1	0	1	1	1	7	3	25	0	0	1	1	1
1	1	1	1	1	10	5	2	0	0	2	1	1
0	0	1	1	0	6	3	1	0	0	2	1	1
0	0	1	1	0	8	4	1	0	0	3	1	1
1	0	1	1	1	6	5	2	0	0	3	1	1
1	0	1	1	1	7	2	16	0	0	1	1	1
1	1	1	1	1	10	5	1	0	0	3	1	1
0	1	1	0	1	11	9	34	0	0	6	1	1
1	0	1	1	1	11	5	6	0	1	2	1	0
0	0	1	0	0	10	5	12	0	1	3	1	0
0	1	0	1	0	7	4	1	0	0	3	1	1
0	0	1	1	0	8	4	1458	0	0	2	1	1
1	0	1	1	1	7	4	6	0	2	2	1	0
1	0	1	1	1	6	1	164	0	0	1	1	1
0	1	1	1	0	6	5	1	0	0	2	1	1
0	1	1	1	0	6	7	1	0	1	3	1	0
0	0	1	0	0	6	2	20	1	3	1	0	0
0	1	1	0	1	7	3	10	0	0	1	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	1	1	1	1	8	4	1	0	1	2	1	0
0	1	1	0	0	6	4	9	0	0	1	1	1
1	1	1	1	1	8	4	4	1	0	1	0	1
1	0	1	1	1	8	3	5	0	0	2	1	1
0	0	0	1	0	8	4	1	0	0	2	1	1
0	0	1	0	0	11	3	4	0	3	2	1	0
1	0	1	1	1	6	5	4	0	0	3	1	1
1	0	1	1	1	7	4	36	0	0	2	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
1	1	1	1	1	12	11	1	0	0	4	1	1
1	0	1	1	1	4	4	1	0	0	2	1	1
1	0	1	1	1	10	5	9	0	0	2	1	1
0	0	1	0	1	8	3	10	0	0	2	1	1
1	0	1	1	1	7	3	33	0	0	2	1	1
0	0	1	0	0	8	5	2	0	0	1	1	1
0	0	1	0	0	8	5	10	1	2	2	0	0
0	1	1	0	1	6	3	8	0	0	1	1	1
1	1	1	1	1	10	3	1	0	0	2	1	1
1	1	1	1	1	9	6	2	0	0	2	1	1
1	0	1	1	1	7	2	1	0	0	2	1	1
0	1	1	0	0	4	3	2	0	2	1	1	0
1	1	1	1	1	5	4	1	0	1	2	1	0
1	1	1	1	1	13	5	7	0	0	5	1	1
1	0	1	1	1	13	7	2	0	1	3	1	0
1	0	1	1	1	7	6	1	0	0	3	1	1
1	1	1	1	1	8	3	13	1	0	1	0	1
1	0	1	1	1	5	5	1	0	0	2	1	1
1	0	1	1	1	8	6	56	0	0	2	1	1
1	1	1	1	1	9	3	1	0	0	3	1	1
0	1	1	0	1	13	5	25	1	0	5	0	1
0	0	1	1	0	6	4	1	0	0	2	1	1
1	0	1	1	1	11	4	2	0	0	2	1	1
1	1	1	1	1	9	8	1	0	0	3	1	1
0	1	1	0	1	6	5	258	0	0	1	1	1
1	0	1	1	1	9	6	1	0	0	4	1	1
0	1	1	0	0	8	7	2	0	3	2	1	0
0	1	1	1	0	8	7	1	0	1	4	1	0
1	0	1	1	1	8	6	2	0	0	3	1	1
0	0	1	1	0	9	5	1	0	2	2	1	0
1	1	1	1	1	11	4	145	2	0	1	0	1
0	1	1	1	0	10	10	4	0	0	5	1	1
1	0	1	1	1	9	2	5	0	0	1	1	1
0	1	1	0	1	14	6	25	0	0	5	1	1
1	0	1	1	1	12	4	10	3	0	1	0	1
1	0	1	1	1	11	9	1	0	0	5	1	1
0	1	1	0	1	7	3	2	0	0	1	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
0	1	1	0	0	12	7	22	4	3	1	0	0
1	0	1	1	1	6	3	1	0	0	2	1	1
1	0	1	1	1	4	2	2	0	1	1	1	0
1	0	1	1	1	8	2	8	0	0	1	1	1
1	1	1	1	1	8	3	13	1	0	1	0	1
1	0	1	1	1	5	5	2	0	0	2	1	1
1	1	1	1	1	9	8	5	0	1	3	1	0
0	0	1	1	0	5	3	146	0	0	1	1	1
1	1	1	1	1	7	3	35	1	0	1	0	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	1	1	1	1	8	5	35	0	0	2	1	1
1	0	1	1	1	5	2	2	0	0	1	1	1
1	0	1	1	1	9	5	1	0	0	3	1	1
1	1	1	1	1	8	4	384	1	1	1	0	0
1	0	1	1	1	6	2	1	0	0	2	1	1
0	0	0	0	1	8	1	1	0	0	2	1	1
0	1	1	0	0	13	8	4	0	0	8	1	1
1	0	1	1	1	8	5	2	0	1	3	1	0
1	0	1	1	1	6	5	1	0	0	2	1	1
1	1	1	1	1	11	10	2	0	0	3	1	1
1	0	1	1	1	8	3	1	0	2	2	1	0
1	1	1	1	1	4	3	1460	1	0	1	0	1
1	1	1	1	1	9	4	1	0	0	2	1	1
0	0	1	1	0	5	3	227	0	0	1	1	1
0	1	1	0	0	8	4	6	1	3	2	0	0
1	1	1	1	1	9	5	1	0	0	2	1	1
1	0	1	1	1	10	6	2	1	0	3	0	1
1	0	1	1	1	8	5	7	0	1	2	1	0
1	1	1	1	1	8	3	1	1	0	1	0	1
0	1	1	0	1	12	3	37	0	0	3	1	1
0	0	1	1	0	11	6	1	0	0	4	1	1
0	1	1	0	1	10	5	35	1	0	5	0	1
1	0	1	1	1	9	2	1	0	0	1	1	1
1	0	1	1	1	6	5	1	0	0	2	1	1
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	8	2	1	0	0	2	1	1
0	0	1	1	0	9	7	15	0	0	4	1	1
1	0	1	1	1	9	4	1	0	0	2	1	1
0	0	1	0	0	8	5	4	2	3	3	0	0
0	1	0	0	0	10	3	4	0	0	2	1	1
0	1	1	0	0	7	3	10	0	2	1	1	0
1	0	1	1	1	10	6	5	0	0	3	1	1
1	0	1	1	1	6	5	1	0	2	2	1	0
0	0	1	0	0	10	7	46	1	1	5	0	0
0	0	1	1	0	4	3	2	0	0	2	1	1
1	0	1	1	1	10	4	2	1	0	2	0	1
1	0	1	1	1	3	2	56	0	0	1	1	1
1	0	1	1	1	7	4	1	0	0	2	1	1
0	0	1	1	0	7	4	1	0	0	2	1	1
1	0	1	1	1	7	3	2	0	0	2	1	1
1	1	1	1	1	8	10	4	0	0	4	1	1
1	0	1	1	1	10	6	1	0	0	3	1	1
0	0	1	1	0	7	4	163	0	0	2	1	1
1	0	1	1	1	5	3	2	0	0	2	1	1
1	0	1	1	1	7	4	262	0	0	1	1	1
0	0	1	0	0	7	3	5	0	3	2	1	0
0	0	1	0	0	4	3	25	2	0	1	0	1
0	1	1	0	0	17	9	20	1	1	9	0	0
0	1	1	0	0	14	3	5	2	2	4	0	0
1	0	1	1	1	6	4	2	0	0	3	1	1
1	0	1	1	1	9	2	2	0	0	2	1	1
1	0	1	1	1	8	5	1	0	0	2	1	1
1	0	1	1	1	10	6	1	0	0	2	1	1
0	1	1	1	0	9	6	1	0	0	2	1	1
1	0	1	1	1	7	3	1	0	0	2	1	1
1	1	1	1	1	11	7	1	0	0	6	1	1
1	0	1	1	1	8	7	1	0	0	5	1	1
0	0	1	1	0	6	5	1	0	0	2	1	1
1	0	1	1	1	6	3	1	0	0	2	1	1
1	1	1	1	1	9	6	2	0	0	4	1	1
1	0	1	1	1	6	3	7	0	0	1	1	1
1	0	1	1	1	7	3	1	0	1	2	1	0
1	0	1	1	1	8	6	2	0	1	4	1	0
0	1	0	1	0	8	6	1	0	0	2	1	1
0	0	1	1	0	7	4	1	0	0	2	1	1
1	1	1	1	1	7	2	2	0	1	1	1	0
1	1	1	1	1	9	6	1	0	0	2	1	1
1	0	1	1	1	7	3	11	0	0	1	1	1
0	1	1	0	0	16	10	1	0	1	8	1	0
1	0	1	1	1	5	4	1	0	0	2	1	1
1	0	1	1	1	9	5	1	0	0	4	1	1
1	0	1	1	1	3	2	2	0	0	1	1	1
1	0	1	1	1	8	3	1	0	0	2	1	1
0	1	1	0	0	15	6	15	3	3	2	0	0
0	0	1	0	1	6	6	4	0	0	3	1	1
1	0	1	1	1	6	4	1	0	0	2	1	1
1	0	1	1	1	10	4	1	0	0	2	1	1
0	0	1	0	0	9	5	219	0	3	1	1	0
1	0	1	1	1	8	5	3	0	0	2	1	1
0	0	1	0	1	5	3	4	2	0	2	0	1
1	1	1	1	1	6	5	1	0	0	3	1	1
1	1	1	1	1	7	3	2	0	3	2	1	0
1	0	1	1	1	5	3	106	0	0	1	1	1
1	1	1	1	1	5	2	1	1	0	1	0	1
1	0	1	1	1	6	5	5	0	0	2	1	1
1	1	1	1	1	5	5	2	0	0	2	1	1
1	0	1	1	1	10	4	1	0	0	2	1	1
0	1	1	0	0	6	5	9	1	0	3	0	1
1	1	1	1	1	12	5	6	0	1	2	1	0
1	0	1	1	1	8	4	1	0	0	2	1	1
1	0	1	1	1	9	3	115	0	0	1	1	1
0	1	1	0	0	11	5	3	0	0	6	1	1
1	1	1	1	1	9	5	1	0	0	3	1	1
0	0	0	0	0	9	1	1	0	0	1	1	1
0	1	1	0	0	5	2	10	0	0	2	1	1
1	0	1	1	1	11	5	1	0	0	5	1	1
1	1	1	1	1	7	4	1	0	0	3	1	1
1	1	1	1	1	8	3	332	2	0	1	0	1
